product_id,product_name,brand,ingredients,price,shade,verified_flag,review_count,average_rating,total_sales,monk_category,skin_suitability
PRD_00456,vitalumiere aqua ultra-light skin perfecting sunscreen makeup broad spectrum spf 29,chanel,,,unknown,1,8,4.75,2150.0,6.0,sensitive
PRD_00457,vitalumiere aqua ultra-light skin perfecting sunscreen makeup broad spectrum spf 30,chanel,,,unknown,1,8,4.47,3007.0,7.0,normal
PRD_00199,les beiges healthy glow sheer powder,chanel,,,unknown,1,10,4.52,4170.0,5.0,oily
PRD_00425,ultra le teint ultrawear all-day comfort flawless finish compact foundation,chanel,,,unknown,1,5,4.1,2795.0,4.0,dry
PRD_00358,sublimage le correcteur yeux radiance-generating concealing eye care,chanel,,,unknown,1,6,4.29,1960.0,4.0,oily
PRD_00008,airbrush flawless longwear foundation,charlotte tilbury,,,unknown,1,6,4.08,3777.0,4.0,sensitive
PRD_00161,hollywood flawless filter,charlotte tilbury,,,unknown,1,14,4.71,2345.0,3.0,normal
PRD_00431,unreal skin sheer glow tint hydrating foundation stick,charlotte tilbury,,,unknown,1,10,5.0,1995.0,4.0,normal
PRD_00026,beautiful skin radiant concealer,charlotte tilbury,,,unknown,1,10,4.43,1431.0,4.0,normal
PRD_00025,beautiful skin foundation,charlotte tilbury,,,unknown,1,9,4.65,1522.0,4.0,normal
PRD_00215,magic away concealer,charlotte tilbury,,,unknown,1,7,4.41,4525.0,1.0,normal
PRD_00386,tint & protect medium coverage serum foundation with spf 50 +,ciele,,,unknown,1,10,3.64,2508.0,3.0,normal
PRD_00075,conceal & protect spf 50 + spot concealer for dark spots,ciele,,,unknown,1,10,4.36,8110.0,4.0,dry
PRD_00280,pretty fresh hyaluronic hydrating foundation,colourpop,,,unknown,1,6,4.23,3382.0,2.0,dry
PRD_00281,pretty fresh tinted foundation balm,colourpop,,,unknown,1,8,4.65,2050.0,4.0,normal
PRD_00278,pretty fresh hyaluronic acid tinted moisturizer,colourpop,,,unknown,1,6,4.32,231.0,5.0,dry
PRD_00279,pretty fresh hyaluronic creamy concealer,colourpop,,,unknown,1,6,4.53,2206.0,2.0,dry
PRD_00398,total cover cream foundation,cover fx,,,unknown,1,8,4.3,7182.0,5.0,oily
PRD_00274,power play foundation,cover fx,,,unknown,1,6,4.16,2044.0,5.0,sensitive
PRD_00277,pressed mineral foundation,cover fx,,,unknown,1,7,3.9,5370.0,5.0,dry
PRD_00298,radiant start tinted moisturizer,cover fx,,,unknown,1,6,4.31,6729.0,5.0,normal
PRD_00473,yummy skin blurring balm powder - tinted primer & foundation,danessa myricks beauty,,,unknown,1,9,4.49,3743.0,3.0,normal
PRD_00476,yummy skin soothing serum skin tint foundation with peptides + ceramides,danessa myricks beauty,,,unknown,1,8,3.46,216.0,8.0,normal
PRD_00475,yummy skin serum foundation,danessa myricks beauty,,,unknown,1,8,4.32,3163.0,2.0,normal
PRD_00474,yummy skin lift & flex hydrating concealer with hyaluronic acid & caffeine,danessa myricks beauty,,,unknown,1,13,4.54,4023.0,8.0,normal
PRD_00438,vision cream cover adjustable foundation & concealer,danessa myricks beauty,,,unknown,1,7,4.29,796.0,7.0,normal
PRD_00086,dior airflash spray foundation,dior,,,unknown,1,6,3.83,1376.0,5.0,normal
PRD_00016,backstage face & body foundation,dior,,,unknown,1,7,3.99,7328.0,1.0,oily
PRD_00091,dior forever skin glow foundation,dior,,,unknown,1,6,3.76,2893.0,2.0,normal
PRD_00088,dior forever matte foundation,dior,,,unknown,1,11,4.34,877.0,2.0,dry
PRD_00089,dior forever natural velvet compact matte foundation,dior,,,unknown,1,10,4.38,1675.0,2.0,normal
PRD_00104,dreamskin fresh & perfect cushion broad spectrum spf 50 refill,dior,,,unknown,1,7,4.37,284.0,5.0,normal
PRD_00123,forever skin perfect 24h multi-use foundation stick,dior,,,unknown,1,7,4.72,500.0,2.0,oily
PRD_00122,forever glow star filter multi-use complexion enhancing booster,dior,,,unknown,1,7,4.06,1512.0,5.0,dry
PRD_00090,dior forever skin correct full-coverage concealer,dior,,,unknown,1,6,4.21,5782.0,5.0,normal
PRD_00092,diro backstage flash perfector concealer,dior,,,unknown,1,6,4.67,2149.0,4.0,normal
PRD_00087,dior forever hydra nude 24-hour natural perfection foundation,dior,,,unknown,1,8,4.11,818.0,5.0,normal
PRD_00239,meet your hue foundation,dose of colors,,,unknown,1,22,4.7,2286.0,6.0,oily
PRD_00202,let's face it concealer,dose of colors,,,unknown,1,7,4.37,3238.0,2.0,normal
PRD_00339,soft glam satin foundation,e.l.f. cosmetics,,,unknown,1,9,4.61,2268.0,2.0,dry
PRD_00166,hydrating camo cc cream,e.l.f. cosmetics,,,unknown,1,8,3.97,768.0,4.0,normal
PRD_00044,camo cc cream,e.l.f. cosmetics,,,unknown,1,6,3.77,2946.0,4.0,normal
PRD_00146,halo glow powder filter,e.l.f. cosmetics,,,unknown,1,9,3.97,948.0,4.0,dry
PRD_00145,halo glow liquid filter,e.l.f. cosmetics,,,unknown,1,9,4.17,6028.0,5.0,dry
PRD_00045,camo powder foundation,e.l.f. cosmetics,,,unknown,1,6,4.76,8098.0,4.0,normal
PRD_00121,flawless satin foundation,e.l.f. cosmetics,,,unknown,1,7,4.22,2638.0,6.0,normal
PRD_00167,hydrating camo concealer,e.l.f. cosmetics,,,unknown,1,7,4.53,4014.0,5.0,dry
PRD_00003,16hr camo concealer,e.l.f. cosmetics,,,unknown,1,6,4.77,6436.0,5.0,normal
PRD_00293,putty color-correcting eye brightener,e.l.f. cosmetics,,,unknown,1,8,4.63,4460.0,6.0,normal
PRD_00120,flawless brightening concealer,e.l.f. cosmetics,,,unknown,1,6,3.96,3044.0,5.0,normal
PRD_00066,complete remedy silque concealer,elcie cosmetics,,,unknown,1,6,4.39,2348.0,2.0,normal
PRD_00242,micro silque foundation,elcie cosmetics,,,unknown,1,7,4.4,4665.0,6.0,oily
PRD_00048,cc cream buildable tinted color corrector with spf 25,erborian,,,unknown,1,6,4.66,147.0,5.0,sensitive
PRD_00024,bb cream tinted moisturizer broad spectrum spf20,erborian,,,unknown,1,6,4.25,4567.0,5.0,normal
PRD_00096,double wear stay-in-place 24-hour concealer,estée lauder,,,unknown,1,6,4.33,12185.0,2.0,normal
PRD_00135,futurist soft touch brightening skincealer concealer,estée lauder,,,unknown,1,8,4.88,5193.0,5.0,normal
PRD_00097,double wear stay-in-place foundation,estée lauder,,,unknown,1,7,4.33,373.0,4.0,sensitive
PRD_00133,futurist hydra rescue moisturizing foundation spf 45,estée lauder,,,unknown,1,5,4.7,287.0,2.0,dry
PRD_00095,double wear soft glow matte cushion makeup spf 36 + refill,estée lauder,,,unknown,1,5,4.48,3021.0,5.0,normal
PRD_00134,futurist skin tint serum foundation with botanical oil infusion spf 20,estée lauder,,,unknown,1,7,4.64,1720.0,5.0,normal
PRD_00094,double wear sheer long-wear foundation spf 19,estée lauder,,,unknown,1,5,4.03,10945.0,9.0,normal
PRD_00098,double wear stay-in-place matte powder foundation,estée lauder,,,unknown,1,6,4.51,2381.0,4.0,normal
PRD_00093,double wear maximum cover camouflage foundation for face and body spf 15,estée lauder,,,unknown,1,6,4.52,6210.0,5.0,normal
PRD_00299,re-nutriv ultra radiance liquid foundation spf 20,estée lauder,,,unknown,1,5,4.24,4010.0,5.0,normal
PRD_00155,high fidelity brightening concealer stick,exa,,,unknown,1,6,4.47,534.0,7.0,dry
PRD_00156,high fidelity foundation,exa,,,unknown,1,6,2.75,4201.0,5.0,sensitive
PRD_00110,essential face compact refillable concealer and foundation,fara homidi,,,unknown,1,8,4.0,5900.0,4.0,normal
PRD_00285,pro filt'r instant retouch concealer,fenty beauty by rihanna,,,unknown,1,10,4.01,2656.0,2.0,normal
PRD_00234,match stix correcting skinstick,fenty beauty by rihanna,,,unknown,1,8,4.3,2783.0,5.0,normal
PRD_00164,hydra vizor huez spf 30 refillable tinted moisturizer set,fenty beauty by rihanna,,,unknown,1,11,4.65,1786.0,5.0,dry
PRD_00288,pro filt'r soft matte powder foundation,fenty beauty by rihanna,,,unknown,1,7,4.4,2879.0,5.0,normal
PRD_00342,soft'lit naturally luminous longwear foundation,fenty beauty by rihanna,,,unknown,1,6,4.67,1439.0,2.0,normal
PRD_00109,eaze drop blurring skin tint,fenty beauty by rihanna,,,unknown,1,7,3.87,2636.0,4.0,normal
PRD_00108,eaze drop blur + smooth tint stick,fenty beauty by rihanna,,,unknown,1,6,4.31,1973.0,4.0,normal
PRD_00286,pro filt'r mini soft matte longwear foundation,fenty beauty by rihanna,,,unknown,1,7,4.4,3271.0,5.0,normal
PRD_00461,we're even hydrating longwear concealer,fenty beauty by rihanna,,,unknown,1,6,3.95,1661.0,2.0,normal
PRD_00287,pro filt'r soft matte longwear foundation,fenty beauty by rihanna,,,unknown,1,7,4.43,6216.0,5.0,normal
PRD_00136,get real serum foundation,flower beauty,,,unknown,1,6,3.85,2168.0,3.0,dry
PRD_00282,prisme libre glow serum blurring foundation with natural finish,givenchy,,,unknown,1,5,4.21,11036.0,4.0,sensitive
PRD_00283,prisme libre skin-caring 24h hydrating + radiant + correcting creamy concealer,givenchy,,,unknown,1,7,4.48,3153.0,4.0,dry
PRD_00284,prisme libre skin-caring matte foundation,givenchy,,,unknown,1,17,4.38,2238.0,5.0,normal
PRD_00263,perfecting skin tint for dewy sheer coverage,glossier,,,unknown,1,7,4.27,2033.0,9.0,sensitive
PRD_00348,stretch fluid foundation for buildable coverage,glossier,,,unknown,1,5,4.61,8718.0,9.0,dry
PRD_00347,stretch concealer for dewy buildable coverage,glossier,,,unknown,1,5,4.47,4575.0,9.0,normal
PRD_00004,24 hour full coverage luminous matte finish foundation,gucci,,,unknown,1,6,5.0,5476.0,4.0,normal
PRD_00081,concentré de beauté multi-use crease proof and hydrating concealer,gucci,,,unknown,1,11,4.0,2794.0,4.0,dry
PRD_00157,high perfection matte compact foundation,guerlain,,,unknown,1,6,4.35,1340.0,5.0,dry
PRD_00247,natural perfection concealer 24h wear – no-transfer,guerlain,,,unknown,1,12,4.33,3089.0,4.0,normal
PRD_00153,healthy glow foundation longwear - no-transfer,guerlain,,,unknown,1,5,4.2,7242.0,4.0,sensitive
PRD_00406,triclone skin tech medium coverage foundation with fermented arnica,haus labs by lady gaga,,,unknown,1,8,3.94,6207.0,9.0,normal
PRD_00405,triclone skin tech hydrating + de-puffing concealer with fermented arnica,haus labs by lady gaga,,,unknown,1,10,4.54,1749.0,9.0,normal
PRD_00184,illusion luminous glow foundation spf 30,hourglass,,,unknown,1,5,3.52,5336.0,4.0,oily
PRD_00434,veil™ hydrating skin tint foundation,hourglass,,,unknown,1,10,4.44,3334.0,5.0,sensitive
PRD_00433,vanish™ seamless finish foundation stick,hourglass,,,unknown,1,8,4.14,551.0,4.0,sensitive
PRD_00012,ambient soft glow foundation,hourglass,,,unknown,1,9,4.17,4897.0,5.0,sensitive
PRD_00432,vanish™ airbrush concealer,hourglass,,,unknown,1,8,4.5,1158.0,4.0,dry
PRD_00000,#fauxfilter luminous matte concealer,huda beauty,,,unknown,1,10,4.23,4087.0,3.0,normal
PRD_00139,glowish bright light hydrating sheer vegan concealer,huda beauty,,,unknown,1,5,3.83,1791.0,5.0,oily
PRD_00107,easy blur natural airbrush foundation with niacinamide,huda beauty,,,unknown,1,9,2.17,6366.0,2.0,sensitive
PRD_00001,#fauxfilter luminous matte foundation,huda beauty,,,unknown,1,6,4.18,3307.0,2.0,sensitive
PRD_00364,super smoother blurring skin tint,iconic london,,,unknown,1,11,3.31,1402.0,5.0,normal
PRD_00295,radiance complexion booster,iconic london,,,unknown,1,5,4.33,619.0,3.0,dry
PRD_00296,radiant concealer & brightening crayon duo,iconic london,,,unknown,1,5,4.18,1212.0,5.0,dry
PRD_00462,weekend skin spf 50 instant glow tinted mineral sunscreen with vitamin c + niacinamide,iris&romeo,,,unknown,1,7,4.29,3488.0,4.0,normal
PRD_00029,best skin days spf30 whipped tinted moisturizer with vitamin c + hyaluronic acid,iris&romeo,,,unknown,1,8,5.0,3188.0,5.0,normal
PRD_00028,best skin days brightening dark spot treatment concealer with vitamin c,iris&romeo,,,unknown,1,14,4.81,4110.0,5.0,dry
PRD_00005,5 point lift color correcting concealer with caffeine,isamaya,,,unknown,1,9,4.82,2068.0,6.0,normal
PRD_00264,perfextion long wearing foundation,j.cat beauty,,,unknown,1,5,4.07,2877.0,4.0,normal
PRD_00013,aquasurance compact foundation,j.cat beauty,,,unknown,1,8,4.14,2147.0,5.0,oily
PRD_00346,"staysurance water-sealed, zero smudge concealer",j.cat beauty,,,unknown,1,7,4.39,1856.0,1.0,oily
PRD_00316,"skin bloom, cream to powder compact",j.cat beauty,,,unknown,1,6,4.15,4171.0,4.0,sensitive
PRD_00292,purepressed base mineral foundation refill,jane iredale,,,unknown,1,9,3.92,6183.0,5.0,normal
PRD_00033,beyond matte liquid foundation,jane iredale,,,unknown,1,9,4.72,2253.0,5.0,dry
PRD_00170,hydropure tinted serum with hyaluronic acid & coq10,jane iredale,,,unknown,1,10,4.29,5509.0,5.0,dry
PRD_00171,hydropure tinted serum with hyaluronic acid & coq11,jane iredale,,,unknown,1,9,4.07,3314.0,5.0,oily
PRD_00172,hydropure tinted serum with hyaluronic acid & coq12,jane iredale,,,unknown,1,5,4.35,2250.0,5.0,dry
PRD_00173,hydropure tinted serum with hyaluronic acid & coq13,jane iredale,,,unknown,1,7,4.38,2176.0,5.0,normal
PRD_00174,hydropure tinted serum with hyaluronic acid & coq14,jane iredale,,,unknown,1,6,4.12,984.0,6.0,normal
PRD_00175,hydropure tinted serum with hyaluronic acid & coq15,jane iredale,,,unknown,1,8,3.97,1117.0,6.0,normal
PRD_00176,hydropure tinted serum with hyaluronic acid & coq16,jane iredale,,,unknown,1,6,4.33,3594.0,7.0,oily
PRD_00177,hydropure tinted serum with hyaluronic acid & coq17,jane iredale,,,unknown,1,5,4.2,1922.0,7.0,normal
PRD_00378,the face pencilconceal in seconds,joans road,,,unknown,1,6,3.74,2622.0,3.0,normal
PRD_00464,what the foundationtinted moisture balm,jones road,,,unknown,1,7,3.93,3077.0,4.0,normal
PRD_00049,cc cream zinc spf 30,juice beauty,,,unknown,1,5,4.74,398.0,2.0,normal
PRD_00050,cc cream zinc spf 31,juice beauty,,,unknown,1,7,4.35,1865.0,5.0,dry
PRD_00051,cc cream zinc spf 32,juice beauty,,,unknown,1,6,4.59,1526.0,5.0,normal
PRD_00052,cc cream zinc spf 33,juice beauty,,,unknown,1,9,3.94,3391.0,5.0,normal
PRD_00053,cc cream zinc spf 34,juice beauty,,,unknown,1,7,4.45,4589.0,6.0,normal
PRD_00054,cc cream zinc spf 35,juice beauty,,,unknown,1,6,4.71,8260.0,6.0,normal
PRD_00055,cc cream zinc spf 36,juice beauty,,,unknown,1,6,4.5,705.0,6.0,normal
PRD_00056,cc cream zinc spf 37,juice beauty,,,unknown,1,5,4.47,3545.0,7.0,normal
PRD_00270,phyto-pigments flawless serum foundation,juice beauty,,,unknown,1,5,4.42,5067.0,5.0,normal
PRD_00180,i am magic radiance booster,juvia's place,,,unknown,1,5,4.38,2172.0,8.0,normal
PRD_00178,i am magic natural radiance foundation,juvia's place,,,unknown,1,8,4.11,4037.0,10.0,normal
PRD_00179,i am magic powder foundation,juvia's place,,,unknown,1,7,3.99,3675.0,8.0,oily
PRD_00313,shade contour sticks,juvia's place,,,unknown,1,14,4.43,1463.0,10.0,oily
PRD_00181,i am magic velvety matte foundation,juvia's place,,,unknown,1,5,4.64,1952.0,8.0,oily
PRD_00160,highlighting effect fluid concealer,kiko milano,,,unknown,1,6,4.02,983.0,4.0,normal
PRD_00128,full coverage concealer,kiko milano,,,unknown,1,6,3.47,704.0,5.0,normal
PRD_00430,unlimited foundation,kiko milano,,,unknown,1,8,4.77,1245.0,5.0,normal
PRD_00338,smart hydrating foundation,kiko milano,,,unknown,1,7,4.16,1679.0,5.0,dry
PRD_00252,nothing matte-r mattifying foundation,kiko milano,,,unknown,1,5,4.25,3181.0,5.0,normal
PRD_00191,instamoisture glow foundation,kiko milano,,,unknown,1,6,4.25,3143.0,5.0,normal
PRD_00129,full coverage dark circle concealer,kiko milano,,,unknown,1,7,4.33,1885.0,4.0,sensitive
PRD_00127,full coverage blurring powder foundation,kiko milano,,,unknown,1,7,4.11,7389.0,5.0,normal
PRD_00126,full coverage 2-in-1 foundation & concealer,kiko milano,,,unknown,1,6,3.37,1145.0,5.0,sensitive
PRD_00218,maifanshi aqua foundation,koh gen do,,,unknown,1,7,4.31,859.0,5.0,normal
PRD_00219,maifanshi gloss film foundation,koh gen do,,,unknown,1,5,4.41,3147.0,4.0,sensitive
PRD_00220,maifanshi moisture foundation,koh gen do,,,unknown,1,8,4.59,1798.0,5.0,dry
PRD_00023,bb burst tinted moisturizer gel cream with copper peptides,kosas,,,unknown,1,5,4.52,739.0,2.0,oily
PRD_00304,revealer skin-improving foundation spf 25 with hyaluronic acid and niacinamide,kosas,,,unknown,1,8,4.36,4331.0,5.0,normal
PRD_00138,glow i.v. vitamin-infused skin illuminating enhancer,kosas,,,unknown,1,8,4.37,3485.0,4.0,dry
PRD_00305,revealer super creamy + brightening concealer with caffeine and hyaluronic acid,kosas,,,unknown,1,8,4.52,2131.0,2.0,sensitive
PRD_00221,main match crease-proof long-wear hydrating concealer,kulfi,,,unknown,1,7,4.45,1398.0,8.0,oily
PRD_00144,good apple skin-perfecting foundation balm,kvd beauty,,,unknown,1,8,4.41,2603.0,2.0,dry
PRD_00142,good apple full-coverage transfer-proof serum foundation,kvd beauty,,,unknown,1,9,4.91,756.0,2.0,normal
PRD_00143,good apple lightweight full coverage concealer,kvd beauty,,,unknown,1,9,4.67,5415.0,4.0,normal
PRD_00276,power plush longwear foundation,kylie cosmetics,,,unknown,1,9,4.72,3680.0,3.0,normal
PRD_00246,natural blur powder foundation,kylie cosmetics,,,unknown,1,9,3.64,470.0,3.0,normal
PRD_00331,skin tint blurring elixir,kylie cosmetics,,,unknown,1,10,4.41,883.0,3.0,normal
PRD_00275,power plush longwear concealer,kylie cosmetics,,,unknown,1,11,4.3,1687.0,3.0,dry
PRD_00211,lumi le glow skin tint,l'oréal,,,unknown,1,9,4.27,2308.0,4.0,dry
PRD_00189,infallible up to 24h fresh wear foundation in a powder,l'oréal,,,unknown,1,6,4.55,3022.0,7.0,normal
PRD_00186,infallible 32 hour fresh wear foundation,l'oréal,,,unknown,1,8,4.4,5684.0,5.0,sensitive
PRD_00413,true match radiant serum concealer,l'oréal,,,unknown,1,5,4.07,3745.0,7.0,normal
PRD_00415,true match super-blendable foundation,l'oréal,,,unknown,1,6,3.98,3006.0,4.0,normal
